2017-11-23 11:53:05 AM,device04,遥信点20,报警
2017-11-23 11:53:06 AM,device04,遥信点20,恢复
2017-11-23 11:54:06 AM,device04,遥信点06,报警
2017-11-23 11:54:25 AM,device04,遥信点11,报警
2017-11-23 01:13:24 AM,device04,遥信点06,报警
2017-11-23 01:13:24 AM,device04,遥信点11,报警
2017-11-23 02:00:18 AM,device04,遥信点06,报警
2017-11-23 02:00:18 AM,device04,遥信点11,报警
2017-11-23 02:00:54 AM,device04,遥信点06,报警
2017-11-23 02:00:54 AM,device04,遥信点11,报警
2017-11-23 02:02:57 AM,device04,遥信点06,报警
2017-11-23 02:02:57 AM,device04,遥信点11,报警
2017-11-23 02:06:51 AM,device04,遥信点06,报警
2017-11-23 02:06:51 AM,device04,遥信点11,报警
2017-11-23 02:20:05 AM,device04,遥信点06,报警
2017-11-23 02:20:05 AM,device04,遥信点11,报警
2017-11-23 02:21:06 AM,device04,遥信点08,报警
2017-11-23 02:24:56 AM,device04,遥信点09,报警
2017-11-23 02:35:23 AM,device04,遥信点06,报警
2017-11-23 02:35:23 AM,device04,遥信点08,报警
2017-11-23 02:35:23 AM,device04,遥信点09,报警
2017-11-23 02:35:23 AM,device04,遥信点11,报警
2017-11-23 02:35:51 AM,device04,遥信点13,报警
2017-11-23 02:44:17 AM,device04,遥信点06,报警
2017-11-23 02:44:17 AM,device04,遥信点08,报警
2017-11-23 02:44:17 AM,device04,遥信点09,报警
2017-11-23 02:44:17 AM,device04,遥信点11,报警
2017-11-23 02:44:17 AM,device04,遥信点13,报警
2017-11-23 02:47:49 AM,device04,遥信点06,报警
2017-11-23 02:47:49 AM,device04,遥信点08,报警
2017-11-23 02:47:49 AM,device04,遥信点09,报警
2017-11-23 02:47:49 AM,device04,遥信点11,报警
2017-11-23 02:47:49 AM,device04,遥信点13,报警
2017-11-23 02:48:13 AM,device04,遥信点10,报警
2017-11-23 02:48:38 AM,device04,遥信点06,报警
2017-11-23 02:48:38 AM,device04,遥信点08,报警
2017-11-23 02:48:38 AM,device04,遥信点09,报警
2017-11-23 02:48:38 AM,device04,遥信点10,报警
2017-11-23 02:48:38 AM,device04,遥信点11,报警
2017-11-23 02:48:38 AM,device04,遥信点13,报警
2017-11-23 02:49:15 AM,device04,遥信点05,报警
2017-11-23 02:49:31 AM,device04,遥信点06,恢复
2017-11-23 02:51:01 AM,device04,遥信点05,报警
2017-11-23 02:51:01 AM,device04,遥信点08,报警
2017-11-23 02:51:01 AM,device04,遥信点09,报警
2017-11-23 02:51:01 AM,device04,遥信点10,报警
2017-11-23 02:51:01 AM,device04,遥信点11,报警
2017-11-23 02:51:01 AM,device04,遥信点13,报警
2017-11-23 02:53:00 AM,device04,遥信点05,报警
2017-11-23 02:53:00 AM,device04,遥信点08,报警
2017-11-23 02:53:00 AM,device04,遥信点09,报警
2017-11-23 02:53:00 AM,device04,遥信点10,报警
2017-11-23 02:53:00 AM,device04,遥信点11,报警
2017-11-23 02:53:00 AM,device04,遥信点13,报警
2017-11-23 03:06:03 AM,device04,遥信点05,报警
2017-11-23 03:06:03 AM,device04,遥信点08,报警
2017-11-23 03:06:03 AM,device04,遥信点09,报警
2017-11-23 03:06:03 AM,device04,遥信点10,报警
2017-11-23 03:06:03 AM,device04,遥信点11,报警
2017-11-23 03:06:03 AM,device04,遥信点13,报警
2017-11-23 03:06:20 AM,device04,遥信点06,报警
2017-11-23 03:19:56 AM,device04,遥信点05,报警
2017-11-23 03:19:56 AM,device04,遥信点06,报警
2017-11-23 03:19:56 AM,device04,遥信点08,报警
2017-11-23 03:19:56 AM,device04,遥信点09,报警
2017-11-23 03:19:56 AM,device04,遥信点10,报警
2017-11-23 03:19:56 AM,device04,遥信点11,报警
2017-11-23 03:19:56 AM,device04,遥信点13,报警
2017-11-23 03:20:17 AM,device04,遥信点04,报警
2017-11-23 03:33:50 AM,device04,遥信点04,报警
2017-11-23 03:33:50 AM,device04,遥信点05,报警
2017-11-23 03:33:50 AM,device04,遥信点06,报警
2017-11-23 03:33:50 AM,device04,遥信点08,报警
2017-11-23 03:33:50 AM,device04,遥信点09,报警
2017-11-23 03:33:50 AM,device04,遥信点10,报警
2017-11-23 03:33:50 AM,device04,遥信点11,报警
2017-11-23 03:33:50 AM,device04,遥信点13,报警
2017-11-23 03:34:10 AM,device04,遥信点02,报警
2017-11-23 03:45:37 AM,device04,遥信点02,报警
2017-11-23 03:45:37 AM,device04,遥信点04,报警
2017-11-23 03:45:37 AM,device04,遥信点05,报警
2017-11-23 03:45:37 AM,device04,遥信点06,报警
2017-11-23 03:45:37 AM,device04,遥信点08,报警
2017-11-23 03:45:37 AM,device04,遥信点09,报警
2017-11-23 03:45:37 AM,device04,遥信点10,报警
2017-11-23 03:45:37 AM,device04,遥信点11,报警
2017-11-23 03:45:37 AM,device04,遥信点13,报警
2017-11-23 03:49:15 AM,device04,遥信点02,报警
2017-11-23 03:49:15 AM,device04,遥信点04,报警
2017-11-23 03:49:15 AM,device04,遥信点05,报警
2017-11-23 03:49:15 AM,device04,遥信点06,报警
2017-11-23 03:49:15 AM,device04,遥信点08,报警
2017-11-23 03:49:15 AM,device04,遥信点09,报警
2017-11-23 03:49:15 AM,device04,遥信点10,报警
2017-11-23 03:49:15 AM,device04,遥信点11,报警
2017-11-23 03:49:15 AM,device04,遥信点13,报警
2017-11-23 03:49:21 AM,device04,遥信点02,报警
2017-11-23 03:49:21 AM,device04,遥信点04,报警
2017-11-23 03:49:21 AM,device04,遥信点05,报警
2017-11-23 03:49:21 AM,device04,遥信点06,报警
2017-11-23 03:49:21 AM,device04,遥信点08,报警
2017-11-23 03:49:21 AM,device04,遥信点09,报警
2017-11-23 03:49:21 AM,device04,遥信点10,报警
2017-11-23 03:49:21 AM,device04,遥信点11,报警
2017-11-23 03:49:21 AM,device04,遥信点13,报警
2017-11-23 03:49:43 AM,device04,遥信点07,报警
2017-11-23 04:10:49 AM,device04,遥信点02,报警
2017-11-23 04:10:49 AM,device04,遥信点04,报警
2017-11-23 04:10:49 AM,device04,遥信点05,报警
2017-11-23 04:10:49 AM,device04,遥信点06,报警
2017-11-23 04:10:49 AM,device04,遥信点07,报警
2017-11-23 04:10:49 AM,device04,遥信点08,报警
2017-11-23 04:10:49 AM,device04,遥信点09,报警
2017-11-23 04:10:49 AM,device04,遥信点10,报警
2017-11-23 04:10:49 AM,device04,遥信点11,报警
2017-11-23 04:10:49 AM,device04,遥信点13,报警
2017-11-23 04:11:45 AM,device04,遥信点02,报警
2017-11-23 04:11:45 AM,device04,遥信点04,报警
2017-11-23 04:11:45 AM,device04,遥信点05,报警
2017-11-23 04:11:45 AM,device04,遥信点06,报警
2017-11-23 04:11:45 AM,device04,遥信点07,报警
2017-11-23 04:11:45 AM,device04,遥信点08,报警
2017-11-23 04:11:45 AM,device04,遥信点09,报警
2017-11-23 04:11:45 AM,device04,遥信点10,报警
2017-11-23 04:11:45 AM,device04,遥信点11,报警
2017-11-23 04:11:45 AM,device04,遥信点13,报警
2017-11-23 04:13:12 AM,device04,遥信点02,报警
2017-11-23 04:13:12 AM,device04,遥信点04,报警
2017-11-23 04:13:12 AM,device04,遥信点05,报警
2017-11-23 04:13:12 AM,device04,遥信点06,报警
2017-11-23 04:13:12 AM,device04,遥信点07,报警
2017-11-23 04:13:12 AM,device04,遥信点08,报警
2017-11-23 04:13:12 AM,device04,遥信点09,报警
2017-11-23 04:13:12 AM,device04,遥信点10,报警
2017-11-23 04:13:12 AM,device04,遥信点11,报警
2017-11-23 04:13:12 AM,device04,遥信点13,报警
2017-11-23 04:13:41 AM,device04,遥信点05,恢复
2017-11-23 04:28:54 AM,device04,遥信点02,报警
2017-11-23 04:28:54 AM,device04,遥信点04,报警
2017-11-23 04:28:54 AM,device04,遥信点06,报警
2017-11-23 04:28:54 AM,device04,遥信点07,报警
2017-11-23 04:28:54 AM,device04,遥信点08,报警
2017-11-23 04:28:54 AM,device04,遥信点09,报警
2017-11-23 04:28:54 AM,device04,遥信点10,报警
2017-11-23 04:28:54 AM,device04,遥信点11,报警
2017-11-23 04:28:54 AM,device04,遥信点13,报警
